y,w
0.25092157625445044,-0.10815038093859602
0.5536010292929587,-0.8364612787523185
0.05765087819035927,-1.0306688783642088
0.09468747194877458,-1.2378378334447397
0.22657012058286674,-0.9920488164609095
0.14560755213787716,-0.28399395796492793
0.21810987103916668,0.33144538121094075
0.22461775530355135,-0.3508236676503829
0.2964917267586244,0.7148343215798141
0.4045555189850687,-0.33369233646036495
0.2508213398761254,-0.4501705694658522
0.10051315041440996,0.16695177856130214
0.32728075162323045,0.7017186309398001
0.2020645701804252,0.23839400734757474
0.14221297986296022,-1.2041232411622538
0.19534574070195357,-0.04891340523311491
0.15427725083031604,0.5170737240969019
0.5660438047933926,-0.6385134950459739
0.2187247538972499,0.14652694070857722
0.3101642679752247,-0.31512334900892314
0.16229316896562018,-0.8494923639370925
0.17130097842673742,-0.3128931103939059
0.2828326501301573,1.0630870417404263
0.22828760360252504,-0.030205791531226673
0.2304299691810535,0.17943742740154267
0.32106759223242826,0.47195129252304474
0.3141916758924025,0.9390352538690131
0.18931659734897194,0.028562219933002602
0.19389754944495946,-0.006357270882529076
0.15386284072888282,0.2138701603249539
0.3911298285509105,-0.04267186024991972
0.35547559917417143,-0.32990682731946075
0.25445079441069945,0.15113074813935867
0.14243140540378782,-0.3494642037189417
0.41271206726309745,0.8359457262300379
0.1509754346069834,0.4064892355151039
0.3885521079560749,-0.10453816898920482
0.1884578558391428,-0.06130357671966396
0.3232144460070011,0.39253075943744503
0.24628676580593004,0.0794961946820238
0.15752221657041957,-0.07308640478191145
0.17319798928817187,-0.7910159548824751
0.20442386523443315,-0.2500078550930291
0.13554800873702144,-0.5535035709400153
0.12200712127105694,-0.17610222391266564
0.24650967954280206,-0.6202279034676256
0.12194578259178343,-0.24777434115647945
0.39934023518147216,0.07827400231462323
0.18034170132551364,0.04314040119128815
0.21198946769994884,0.07509741687408163
0.12582208790879967,-0.15162692078051784
0.17944256605128486,-0.15151775879228094
0.4724873582478075,0.4157043696917028
0.14210077496185014,0.12067005418472206
0.13903084886747832,0.007071277679781385
0.24286676042009478,-0.2978399826234795
0.24676700278268118,-0.40144836990870164
0.09827653271894901,-0.855683840719084
0.3064704826306809,-0.47266330992806344
0.28946769994913335,1.0135008568539006
0.355370874599802,-0.7404471058964627
0.15455551898506903,-0.3922109090347859
0.1537670925466022,0.307289228603584
0.24594267077585913,0.5289615384321339
0.27984799976062913,-0.23457776826000298
0.25178779809102025,0.8988806568836795
0.15998623619879696,-0.34165521995500625
0.28908470722001095,-0.4721348194580119
0.26312946949522714,0.30499978342729966
0.1468403099847399,0.46315874401193097
0.18368839950929028,1.060240823576421
0.20903773076807963,0.7322984584421776
0.23024595314323296,0.7637674855088896
0.2015603961581039,-0.22626704052712288
0.25066724514526756,0.519045784936073
0.1768439005415754,0.3222282211019824
0.3494105502528346,-0.27975374959313887
0.44707220011370036,0.1875992251318046
0.1862317106011188,-0.14363145411151315
0.1899150234882257,-0.11335345085917237
0.4582986744861009,-0.19408290567094255
0.2827683193201875,0.03628629702759876
0.26417372310822496,-1.1762693729572844
0.19632416743963346,0.2116739287149539
0.173477753508273,0.1675334193854406
0.2116229316896559,-0.7051489712134962
0.2596735585410367,0.09705039384515435
0.9999999999999986,0.47255194886051527
0.28054067801681537,-0.014540214272978852
0.2325528859100562,0.7083598591938355
0.26396128182878986,-0.38677150914883024
0.20244905897489573,0.21388659006632435
0.2598740312976867,1.492156295621401
0.218280422488854,1.0572528484286485
0.2551479608629301,0.6887150112674504
0.6441279435085714,1.432057739556475
0.23852368271446062,0.11434708708987822
0.3000583465485768,-0.2081566934269027
0.3681397923461291,0.41017402749259396
0.2637428562879623,0.3848027423420229
0.10066874121061593,-1.3405341697066353
0.15705993237784602,0.15219099894501162
0.20310283953203045,-0.30522983784135804
0.34903204571975655,-0.33942009743196033
0.506853475359803,0.3772032643886094
0.17238412973878672,-0.8004785855909647
