logm,b1,b0,b2
1.1126509568023013,0.4597938265305563,0.3887560789254666,-0.513720048282252
0.980167675158794,0.13418437997215293,0.22750184550313302,0.3139997504670037
1.2093232033487142,0.2701968030985336,0.12949325819430293,0.40105976282429456
1.0816224736504334,0.2644515762181319,0.38988071877204356,0.1020875662587821
1.4458384498850292,0.17769514509213769,0.2667989609608534,0.2393799366824823
1.2721116719476036,0.30282013489743714,0.36909725519134684,-0.014162687920749262
1.3464094335782635,-0.09793781994526789,-0.002273212084308959,0.7698811177403462
1.0241109827011758,-0.10353204261771154,-0.05857405816852436,0.9219480608085632
1.1080842402458948,0.3474243021118997,0.2811285942742379,0.29996004012226546
0.8854350477889306,0.09398536602879616,0.2248995182869974,0.6214344850622575
0.9232580540285216,0.2092388781206086,0.3378596273933711,0.4029260108640409
1.2664111233488018,0.29500583848392714,0.2610343751462693,0.2438799055788432
1.0566588545870836,0.32295152791581444,0.09468746281174006,0.372695342321304
1.1999905044206327,0.13388415014205168,0.3301856227891815,0.22987348628909934
1.083001608783638,0.23048223194978273,0.36034534613501706,-0.07771626707332188
1.2051874572410548,0.24925289927478517,0.3070759205308586,0.2286405247045637
1.263585088422076,0.22700508743316483,0.24822977364322876,0.13568277194075254
1.0107827165950454,0.04526660825304055,-0.218377359199807,0.5955858271185472
1.0096170023065412,0.34016397369400253,0.3843834912324669,-0.04255678992982811
1.0242357840305978,0.49828980399543243,0.3288429298852895,-0.00041715315955387973
1.0722187423634988,0.15405762985894877,0.20351968943536186,0.5925782094296648
1.0669917499166197,0.35912030870203804,0.3424945708692802,0.07345674377754899
1.0409840328001463,0.33777304659769647,0.25667694898217186,0.21538604425578958
1.0743550123008114,0.562923494539866,0.5929138723121079,-0.3207002811731961
1.2610774419201805,0.5304322281002896,0.4164440736829701,-0.27283576956022415
1.3017754271758402,-0.009402510007348456,-0.07541335416892846,0.3375326061485583
1.5429323959278967,0.28807507589517245,0.13129270120032907,0.5978004549709751
1.1922698737871866,0.19175217818761484,0.23792959032808386,0.2891123467230132
1.224710408606477,0.2751694761399257,0.18186416008830647,0.46441956391563466
1.0143378333120519,0.4160250260097703,0.5482460416229575,-0.2957706338483259
1.127821342119935,0.04281332720310355,-0.033612849947469346,0.6517197640315359
1.318952077913,0.15912562810355463,0.0874931401382053,0.2575115185252343
1.026127702437032,0.11695188023874498,-0.008589473144395931,0.7007487202235583
1.353242272906686,0.06759936645557141,0.07434380794731493,0.41159103032495475
1.2803342170204077,0.2508508113312499,0.3090221523429826,0.20339649670223334
1.1172899834933747,0.1151103311464747,0.17720262050348626,0.46845237451224564
1.095164592349101,0.07247274630443692,0.10675199641718457,0.8699382762690666
0.8913331280712489,0.17931922299725528,0.32481235938147535,0.4136642975717948
1.2364070488683894,0.21378020594017247,0.16987889577133863,0.36685602497167813
1.3723936432405877,0.2198041184011439,0.17910279480586905,0.4062400674883072
1.2423271707316066,0.19996056198451573,0.32501279761960267,0.19261750318714685
1.2468804718268587,0.389458306053026,0.5578259278960882,-0.1290719216943988
0.9127748419608928,0.19801169895091814,0.3790432974215773,0.2900356417567784
0.9345556154415267,0.13240568400674485,-0.016064889913659567,0.8453358701295182
1.2806650959145336,0.14528884773979778,0.16601166790004362,0.35648759344674685
1.2802491770138476,0.24619149703756624,0.17418530087578787,0.4715140942105214
0.9244518664805051,0.05621801355828482,-0.12322168425224818,1.2675159859894962
1.15760747391935,0.36753155651921665,0.5388650295949391,-0.3425779404884882
1.223020346123159,0.15606756213015976,0.02232496218343387,0.4352600989811549
0.8506292238326391,0.21314617422240653,0.00638580936710966,0.5741578518477203
1.1022897315235722,0.2685915039818825,0.21755722908545266,0.4199823125394941
0.9384757066692302,0.1678631779879557,0.09060173180780723,0.29955994666166524
0.7899609200774441,0.4710268680012561,0.1739062329481231,0.19416677848255348
1.053974817271506,0.11749023899191936,0.2631254271884623,0.43038650799214057
1.0699784924056894,0.3619633597853048,0.3811481590174424,-0.17249594972530843
1.2376131372359032,0.20270860656885314,0.20729366652545733,0.28118389470169125
1.3299220652720964,0.24688424249795324,-0.09968723719093496,0.41679654857310483
1.0572626283071527,0.32697987530489214,0.18692817028476796,0.3076220104334416
1.183792011614329,0.35920951938818213,0.5023472731895231,-0.09447276787303732
1.271751769719988,0.3971326459666315,0.3971066631984753,-0.2477978145160118
1.1774536139273724,0.337220432495993,0.2244844910275977,0.15405684445948914
1.1924301124813148,0.2803480623454586,0.20393079306888634,0.25356839048185703
1.0280443336266742,0.3240805826927601,0.6131095310361405,-0.24977726321183763
1.1384496871955405,0.12079593994367231,0.39929442491039613,0.02672100881900317
0.9047547245939249,0.4727229916634069,0.6415923312399534,-0.25055015277848125
1.0625706543034634,0.18996237830380988,0.0013749412161235426,0.5048635816676591
1.2334821977113593,0.16146202626593387,0.09877601321744484,0.599433601403653
1.0105342744133168,0.3048856629211217,0.20022130955584744,0.04310230662188616
1.2326364107448757,0.26797436961167426,0.0911984400725607,0.5008048228403015
0.8243467310494534,0.07498100408813525,0.07329887011765328,0.41163271626720777
1.5035242966340818,0.12062589119082673,0.06111336113044748,0.4348096484994348
0.9561762430589983,0.17767808092774062,0.2005409520445302,0.1341923923880653
1.109587636924182,0.14084837550668686,0.1986952874531356,0.6404052469112
1.299780172395603,0.3721043313124638,0.4310566840186003,0.10224457133332443
1.2258165445951792,0.24027003625857038,0.23731771876392338,0.17915056352429154
