m,b1,b0,b2,m_cov,b1_cov,b0_cov,b2_cov
3.59104189000354,0.026432306745610742,0.029578166692368683,0.8382180295271939,0.5830795745368669,0.11721401222001118,0.1950544150539211,0.3268791323913936
3.603514979007713,0.4544038251864888,0.2869341006655002,-0.06897919853081177,0.5501755854817025,0.10463327163646906,0.16302535173529467,0.26898267146111016
3.8368545933969243,0.30956038401806063,0.09590001510827456,0.3867848284630961,0.506642071704668,0.12034023723869214,0.16631504332628408,0.2489383579759571
3.451373576220754,0.2725350631420891,0.23936105052681583,0.5397064107600187,0.5307907559088128,0.14110840500173824,0.21522002568789306,0.3669538913987006
3.0380308816426203,0.2569627909039339,0.26836381296273526,0.2924129914900494,0.4123360203840619,0.14745601661463728,0.20695886948814338,0.3734536096415351
3.704247021742115,0.23671375670338313,0.0895149627246471,0.16476475624633266,0.5181259371619276,0.12207085823665252,0.1647013813586916,0.30509615990350447
2.9332189365904195,0.18020815352957692,0.31291621373701306,0.057889242011328806,0.46126223407772693,0.12629412664354742,0.2051036729706562,0.3474927691652051
2.9982170144514058,0.3815636550108236,0.09147478498273443,0.11319645531932843,0.4528613440080791,0.16745737046156545,0.18936751290724746,0.35893923689178997
2.886562927192483,0.2986228963838691,0.1554993468362314,0.34582457859365073,0.42492864103313227,0.12910989423421812,0.18957103323234967,0.3122642300215908
3.4419799680601852,0.17202016731040234,0.06298555091379833,0.650074813711071,0.48632646352472186,0.09358009745337295,0.18011357137661996,0.28421176270598103
3.5947782005612345,0.3017463171806666,0.4134523672984927,-0.12117842791734271,0.44773702112076624,0.12873264251036992,0.16727760113898785,0.32987816725090113
3.3071327423826604,0.3730403480162797,0.5362909130138421,-0.47049431685385756,0.462164104488835,0.13550622545721636,0.14697632991601856,0.2823208287336861
2.111508888047914,0.22530928125161556,0.2834772439631436,0.4722980744293352,0.35820414749160273,0.16310449865363444,0.24750879222998068,0.44297386697527247
4.333000477965304,0.02100220299470263,-0.04771655406950731,0.6666575907591297,0.5986263624384799,0.10776043920369283,0.15251844162079542,0.25754714943956375
3.0784735179129736,0.25336985023573466,0.14226980317120902,0.5607606685050324,0.4508098847204797,0.11899540260354345,0.16126146443526337,0.31745006819735666
2.008174317372759,0.2235951834155914,0.2395540114015051,0.2451154467186226,0.35691742302880136,0.15575811882296622,0.23457500733778625,0.35411471226490226
3.4738961510249657,0.16183122210015138,0.14379629757134407,0.2921347267086789,0.4769269293251799,0.11304310736694703,0.192542028931827,0.28982748346333503
2.516520868320704,0.2751396993467316,0.3171209035167646,0.03476829520692088,0.4252298596482799,0.10509005456039064,0.20124754596653882,0.3008137579746567
2.7052153112354613,0.15930913043343947,0.0667809089391996,0.38465232161357776,0.36936899477922597,0.11497100346628467,0.15280932815926723,0.27550875010681114
1.8335440714277556,0.5505242855193468,0.4460372454772781,-0.1154170106633607,0.31537015197860807,0.20048542836681763,0.2633376427621147,0.4420955598417735
3.346004182916662,0.4082235417725385,0.35008687474949773,-0.20471446643552746,0.5543832998225908,0.122016264234579,0.1530075976433043,0.25424942456095145
2.480695734434329,0.2849543624435811,0.10846026240597942,0.37211676608233485,0.46161105105780614,0.13784905578897136,0.1815579769214864,0.2912731386289449
2.9721767458580834,0.33472592784600874,0.21137062470774734,0.4178314437199207,0.5063277431444742,0.11570623648525799,0.18560947873804598,0.37401773889856565
3.1608294509316073,0.5137499895877631,0.5012592309630728,-0.4144740538262987,0.42348507800502105,0.12366807806565987,0.19391877394643212,0.32044910796369935
3.3930156370743436,0.04954941402600211,0.20619872200163786,0.4569203640782779,0.4746460101980912,0.10179036737397472,0.14897319761380398,0.26671678469708743
2.817275847217422,0.15609243365865602,0.20535272089672096,0.2310296985175247,0.4063841981280906,0.11330480557491737,0.19583196326932456,0.29601155267364165
3.2684969116250713,0.10234295822984181,-0.061923209545609634,0.6585061845888992,0.4476744435352659,0.08772273838541324,0.17475129255621194,0.25319783148335406
3.595794503585049,0.2636936900233415,0.07536931808071994,0.6571546163578377,0.5122719970456464,0.12614619667790983,0.15729959438088115,0.2697313309331449
3.7228121277066784,0.24636542569739497,0.317651703921079,0.2336161435092146,0.4926627097059135,0.10720961594891834,0.15725965241556358,0.27646195522812705
3.149958934338181,0.2829455407362708,0.30768696257491246,0.20032504701635806,0.4460509101050388,0.09717728518178213,0.16603783477456185,0.24819111683264744
3.246383708724136,0.3230667655348466,0.4413158411213659,0.06649351253319688,0.49687288451172906,0.11367817200900945,0.16164224195151095,0.3122062929595675
2.7397798870834915,0.1319709978716863,0.11540374337372303,0.6151863538839029,0.4645787978801878,0.13511117521394683,0.20375810703261885,0.36104491578693393
